sample,num,Target.Name,CT,Ct.Mean,Ct.SD,Automatic.Ct.Threshold,Ct.Threshold,Automatic.Baseline,Baseline.Start,Baseline.End,Amp.Status,Cq.Conf,Tm1,Tm2,Tm3,Tm4,HIGHSD,MTP,df,hour_num,CT_num,dil_log10copies,dil_copies,copies,log10copies
B5,t76,zot-cap,24.769,23.755,1.762,TRUE,0.238,TRUE,3,18,Amp,0.951,82.627,NA,NA,NA,Y,N,zc7276,76,24.769,NA,NA,1822.744613,3.260725823
B5,t76,zot-cap,21.72,23.755,1.762,TRUE,0.238,TRUE,3,16,Amp,0.963,82.203,NA,NA,NA,Y,N,zc7276,76,21.72,NA,NA,13842.72612,4.141221626
B3,t60,zot-cap,14.634,13.523,1.065,TRUE,0.238,TRUE,3,9,Amp,0.922,83.013,NA,NA,NA,Y,N,zc7276,60,14.634,NA,NA,1540031.775,6.187529682
B3,t60,zot-cap,13.423,13.523,1.065,TRUE,0.238,TRUE,3,9,Amp,0.933,82.872,NA,NA,NA,Y,N,zc7276,60,13.423,NA,NA,3445438.316,6.537244479
B3,t60,zot-cap,12.511,13.523,1.065,TRUE,0.238,TRUE,3,8,Amp,0.969,82.622,NA,NA,NA,Y,N,zc7276,60,12.511,NA,NA,6318493.006,6.800613509
B1,t12,zot-cap,9.277,9.501,0.237,TRUE,0.238,TRUE,3,5,Amp,0.992,82.46,NA,NA,NA,N,N,zc7276,12,9.277,NA,NA,54266767.26,7.734533951
B1,t12,zot-cap,9.476,9.501,0.237,TRUE,0.238,TRUE,3,5,Amp,0.989,82.486,NA,NA,NA,N,N,zc7276,12,9.476,NA,NA,47540786.96,7.677066367
B1,t12,zot-cap,9.75,9.501,0.237,TRUE,0.238,TRUE,3,5,Amp,0.984,82.203,NA,NA,NA,N,N,zc7276,12,9.75,NA,NA,39622342.23,7.597940145
B4,t60,zot-cap,13.375,13.905,0.459,TRUE,0.238,TRUE,3,8,Amp,0.975,82.589,NA,NA,NA,N,N,zc7276,60,13.375,NA,NA,3557181.353,6.551106007
B4,t60,zot-cap,14.181,13.905,0.459,TRUE,0.238,TRUE,3,8,Amp,0.954,82.589,NA,NA,NA,N,N,zc7276,60,14.181,NA,NA,2081363.102,6.318347851
B4,t60,zot-cap,14.159,13.905,0.459,TRUE,0.238,TRUE,3,9,Amp,0.938,82.764,NA,NA,NA,N,N,zc7276,60,14.159,NA,NA,2112034.711,6.324701051
B2,t76,zot-cap,25.061,24.881,0.349,TRUE,0.238,TRUE,3,19,Amp,0.971,82.313,NA,NA,NA,N,N,zc7276,76,25.061,NA,NA,1501.072016,3.176401529
B2,t76,zot-cap,25.104,24.881,0.349,TRUE,0.238,TRUE,3,19,Amp,0.962,82.172,NA,NA,NA,N,N,zc7276,76,25.104,NA,NA,1458.760214,3.16398391
B2,t76,zot-cap,24.479,24.881,0.349,TRUE,0.238,TRUE,3,19,Amp,0.961,82.318,NA,NA,NA,N,N,zc7276,76,24.479,NA,NA,2210.408563,3.344472554
B1,t51,zot-cap,21.443,21.157,0.486,TRUE,0.238,TRUE,3,16,Amp,0.955,82.601,NA,NA,NA,N,N,zc7276,51,21.443,NA,NA,16642.33246,4.221214194
B1,t51,zot-cap,20.595,21.157,0.486,TRUE,0.238,TRUE,3,13,Amp,0.958,82.627,NA,NA,NA,N,N,zc7276,51,20.595,NA,NA,29248.33756,4.466101186
B1,t51,zot-cap,21.432,21.157,0.486,TRUE,0.238,TRUE,3,16,Amp,0.959,82.344,NA,NA,NA,N,N,zc7276,51,21.432,NA,NA,16764.50728,4.224390794
B5,t9,zot-cap,8.725,10.161,1.302,TRUE,0.238,TRUE,3,5,Amp,0.984,82.448,NA,NA,NA,Y,N,zc7276,9,8.725,NA,NA,78332416,7.893941522
B5,t9,zot-cap,10.492,10.161,1.302,TRUE,0.238,TRUE,3,6,Amp,0.992,82.307,NA,NA,NA,Y,N,zc7276,9,10.492,NA,NA,24191568.42,7.383664026
B5,t9,zot-cap,11.266,10.161,1.302,TRUE,0.238,TRUE,3,6,Amp,0.965,82.905,NA,NA,NA,Y,N,zc7276,9,11.266,NA,NA,14459287.36,7.160146889
B3,t72,zot-cap,16.156,15.8,1.211,TRUE,0.238,TRUE,3,11,Amp,0.972,82.454,NA,NA,NA,Y,N,zc7276,72,16.156,NA,NA,559762.4151,5.748003735
B3,t72,zot-cap,16.794,15.8,1.211,TRUE,0.238,TRUE,3,11,Amp,0.956,82.313,NA,NA,NA,Y,N,zc7276,72,16.794,NA,NA,366235.9109,5.563760926
B3,t72,zot-cap,14.451,15.8,1.211,TRUE,0.238,TRUE,3,10,Amp,0.979,82.46,NA,NA,NA,Y,N,zc7276,72,14.451,NA,NA,1739309.05,6.240376757
B1,t57,zot-cap,19.944,19.663,1.066,TRUE,0.238,TRUE,3,14,Amp,0.966,82.601,NA,NA,NA,Y,N,zc7276,57,19.944,NA,NA,45091.86088,4.654098158
B1,t57,zot-cap,20.56,19.663,1.066,TRUE,0.238,TRUE,3,15,Amp,0.944,82.486,NA,NA,NA,Y,N,zc7276,57,20.56,NA,NA,29937.01883,4.47620855
B1,t57,zot-cap,18.485,19.663,1.066,TRUE,0.238,TRUE,3,12,Amp,0.974,82.486,NA,NA,NA,Y,N,zc7276,57,18.485,NA,NA,118968.1888,5.07543085
B5,t12,zot-cap,8.365,8.577,0.257,TRUE,0.238,TRUE,3,5,Amp,0.982,82.589,NA,NA,NA,N,N,zc7276,12,8.365,NA,NA,99518307.38,7.997902981
B5,t12,zot-cap,8.504,8.577,0.257,TRUE,0.238,TRUE,3,4,Amp,0.983,82.589,NA,NA,NA,N,N,zc7276,12,8.504,NA,NA,90732380.7,7.957762306
B5,t12,zot-cap,8.862,8.577,0.257,TRUE,0.238,TRUE,3,5,Amp,0.979,82.481,NA,NA,NA,N,N,zc7276,12,8.862,NA,NA,71511915.45,7.854378411
B3,t76,zot-cap,26.724,23.693,2.909,TRUE,0.238,TRUE,3,20,Amp,0.945,82.454,NA,NA,NA,Y,N,zc7276,76,26.724,NA,NA,496.7722678,2.696157343
B3,t76,zot-cap,20.925,23.693,2.909,TRUE,0.238,TRUE,3,15,Amp,0.975,82.172,NA,NA,NA,Y,N,zc7276,76,20.925,NA,NA,23485.68232,4.370803182
B3,t76,zot-cap,23.429,23.693,2.909,TRUE,0.238,TRUE,3,18,Amp,0.96,82.742,NA,NA,NA,Y,N,zc7276,76,23.429,NA,NA,4443.175595,3.647693477
B1,t60,zot-cap,19.799,18.827,0.849,TRUE,0.238,TRUE,3,14,Amp,0.953,82.46,NA,NA,NA,Y,N,zc7276,60,19.799,NA,NA,49655.97617,4.695971524
B1,t60,zot-cap,18.233,18.827,0.849,TRUE,0.238,TRUE,3,13,Amp,0.957,82.486,NA,NA,NA,Y,N,zc7276,60,18.233,NA,NA,140670.7722,5.148203871
B1,t60,zot-cap,18.448,18.827,0.849,TRUE,0.238,TRUE,3,12,Amp,0.953,82.486,NA,NA,NA,Y,N,zc7276,60,18.448,NA,NA,121931.461,5.086115778
B5,t36,zot-cap,9.6,9.176,0.511,TRUE,0.238,TRUE,3,5,Amp,0.982,82.589,NA,NA,NA,Y,N,zc7276,36,9.6,NA,NA,43778151.46,7.641257419
B5,t36,zot-cap,9.318,9.176,0.511,TRUE,0.238,TRUE,3,5,Amp,0.977,82.448,NA,NA,NA,Y,N,zc7276,36,9.318,NA,NA,52807291.85,7.722693896
B5,t36,zot-cap,8.609,9.176,0.511,TRUE,0.238,TRUE,3,5,Amp,0.98,82.34,NA,NA,NA,Y,N,zc7276,36,8.609,NA,NA,84613607.99,7.927440214
B4,t72,zot-cap,16.846,16.172,0.616,TRUE,0.238,TRUE,3,10,Amp,0.978,82.313,NA,NA,NA,Y,N,zc7276,72,16.846,NA,NA,353788.9556,5.548744271
B4,t72,zot-cap,16.034,16.172,0.616,TRUE,0.238,TRUE,3,11,Amp,0.982,82.454,NA,NA,NA,Y,N,zc7276,72,16.034,NA,NA,607064.893,5.783235118
B4,t72,zot-cap,15.636,16.172,0.616,TRUE,0.238,TRUE,3,9,Amp,0.975,82.601,NA,NA,NA,Y,N,zc7276,72,15.636,NA,NA,790988.7138,5.898170287
B2,t51,zot-cap,21.747,20.911,0.748,TRUE,0.238,TRUE,3,16,Amp,0.949,82.46,NA,NA,NA,Y,N,zc7276,51,21.747,NA,NA,13596.41829,4.133424517
B2,t51,zot-cap,20.306,20.911,0.748,TRUE,0.238,TRUE,3,14,Amp,0.967,82.627,NA,NA,NA,Y,N,zc7276,51,20.306,NA,NA,35445.3391,4.549559136
B2,t51,zot-cap,20.679,20.911,0.748,TRUE,0.238,TRUE,3,16,Amp,0.957,82.627,NA,NA,NA,Y,N,zc7276,51,20.679,NA,NA,27659.44825,4.441843513
B4,t76,zot-cap,29.058,26.329,2.369,TRUE,0.238,TRUE,3,22,Amp,0.931,82.454,NA,NA,NA,Y,N,zc7276,76,29.058,NA,NA,105.2302373,2.02214055
B4,t76,zot-cap,24.797,26.329,2.369,TRUE,0.238,TRUE,3,17,Amp,0.958,82.454,NA,NA,NA,Y,N,zc7276,76,24.797,NA,NA,1789.121901,3.252639932
B4,t76,zot-cap,25.134,26.329,2.369,TRUE,0.238,TRUE,3,19,Amp,0.959,82.883,NA,NA,NA,Y,N,zc7276,76,25.134,NA,NA,1429.948692,3.155320455
B2,t60,zot-cap,18.748,17.66,0.952,TRUE,0.238,TRUE,3,12,Amp,0.95,82.46,NA,NA,NA,Y,N,zc7276,60,18.748,NA,NA,99880.61974,4.999481228
B2,t60,zot-cap,17.256,17.66,0.952,TRUE,0.238,TRUE,3,12,Amp,0.962,82.486,NA,NA,NA,Y,N,zc7276,60,17.256,NA,NA,269366.585,5.43034372
B2,t60,zot-cap,16.976,17.66,0.952,TRUE,0.238,TRUE,3,11,Amp,0.966,82.486,NA,NA,NA,Y,N,zc7276,60,16.976,NA,NA,324490.9831,5.511202633
B2,t3,zot-cap,16.273,16.395,0.231,TRUE,0.295,TRUE,3,12,Amp,0.931,82.718,NA,NA,NA,N,N,zc_df,3,16.273,NA,NA,517864.6426,5.71421626
B2,t3,zot-cap,16.251,16.395,0.231,TRUE,0.295,TRUE,3,11,Amp,0.939,82.859,NA,NA,NA,N,N,zc_df,3,16.251,NA,NA,525496.0558,5.720569461
B2,t3,zot-cap,16.662,16.395,0.231,TRUE,0.295,TRUE,3,11,Amp,0.946,82.752,NA,NA,NA,N,N,zc_df,3,16.662,NA,NA,399834.3742,5.601880128
B3,t3,zot-cap,16.445,16.433,0.051,TRUE,0.295,TRUE,3,11,Amp,0.962,82.718,NA,NA,NA,N,N,zc_df,3,16.445,NA,NA,461897.6849,5.664545785
B3,t3,zot-cap,16.377,16.433,0.051,TRUE,0.295,TRUE,3,11,Amp,0.941,82.859,NA,NA,NA,N,N,zc_df,3,16.377,NA,NA,483262.3373,5.68418295
B3,t3,zot-cap,16.477,16.433,0.051,TRUE,0.295,TRUE,3,11,Amp,0.936,82.752,NA,NA,NA,N,N,zc_df,3,16.477,NA,NA,452173.1463,5.655304767
B1,t0,zot-cap,20.163,20.113,0.046,TRUE,0.295,TRUE,3,15,Amp,0.947,82.729,NA,NA,NA,N,N,zc_df,0,20.163,NA,NA,38981.17604,4.590854937
B1,t0,zot-cap,20.106,20.113,0.046,TRUE,0.295,TRUE,3,14,Amp,0.958,82.615,NA,NA,NA,N,N,zc_df,0,20.106,NA,NA,40486.99106,4.607315502
B1,t0,zot-cap,20.071,20.113,0.046,TRUE,0.295,TRUE,3,14,Amp,0.968,82.615,NA,NA,NA,N,N,zc_df,0,20.071,NA,NA,41440.29762,4.617422866
B4,t3,zot-cap,16.411,16.594,0.161,TRUE,0.295,TRUE,3,10,Amp,0.961,82.718,NA,NA,NA,N,N,zc_df,3,16.411,NA,NA,472459.2625,5.674364368
B4,t3,zot-cap,16.653,16.594,0.161,TRUE,0.295,TRUE,3,11,Amp,0.967,82.718,NA,NA,NA,N,N,zc_df,3,16.653,NA,NA,402234.3582,5.604479165
B4,t3,zot-cap,16.717,16.594,0.161,TRUE,0.295,TRUE,3,11,Amp,0.957,82.752,NA,NA,NA,N,N,zc_df,3,16.717,NA,NA,385475.808,5.585997127
B2,t0,zot-cap,22.366,21.856,0.446,TRUE,0.295,TRUE,3,17,Amp,0.953,82.729,NA,NA,NA,N,N,zc_df,0,22.366,NA,NA,9008.833563,3.954668563
B2,t0,zot-cap,21.657,21.856,0.446,TRUE,0.295,TRUE,3,16,Amp,0.967,82.474,NA,NA,NA,N,N,zc_df,0,21.657,NA,NA,14434.93663,4.159414882
B2,t0,zot-cap,21.544,21.856,0.446,TRUE,0.295,TRUE,3,16,Amp,0.96,82.474,NA,NA,NA,N,N,zc_df,0,21.544,NA,NA,15561.34849,4.192047229
B5,t3,zot-cap,15.475,15.388,0.081,TRUE,0.295,TRUE,3,10,Amp,0.972,82.577,NA,NA,NA,N,N,zc_df,3,15.475,NA,NA,880367.8245,5.944664162
B5,t3,zot-cap,15.373,15.388,0.081,TRUE,0.295,TRUE,3,10,Amp,0.962,82.718,NA,NA,NA,N,N,zc_df,3,15.373,NA,NA,942149.6875,5.974119908
B5,t3,zot-cap,15.316,15.388,0.081,TRUE,0.295,TRUE,3,9,Amp,0.949,82.752,NA,NA,NA,N,N,zc_df,3,15.316,NA,NA,978544.2578,5.990580473
B3,t0,zot-cap,22.586,22.55,0.23,TRUE,0.295,TRUE,3,17,Amp,0.97,82.446,NA,NA,NA,N,N,zc_df,0,22.586,NA,NA,7782.812372,3.891136561
B3,t0,zot-cap,22.76,22.55,0.23,TRUE,0.295,TRUE,3,16,Amp,0.963,82.474,NA,NA,NA,N,N,zc_df,0,22.76,NA,NA,6932.47835,3.840888522
B3,t0,zot-cap,22.305,22.55,0.23,TRUE,0.295,TRUE,3,16,Amp,0.957,82.474,NA,NA,NA,N,N,zc_df,0,22.305,NA,NA,9381.758624,3.972284255
B4,t0,zot-cap,20.912,20.903,0.111,TRUE,0.295,TRUE,3,16,Amp,0.959,82.588,NA,NA,NA,N,N,zc_df,0,20.912,NA,NA,23689.57917,4.374557346
B4,t0,zot-cap,21.009,20.903,0.111,TRUE,0.295,TRUE,3,15,Amp,0.955,82.615,NA,NA,NA,N,N,zc_df,0,21.009,NA,NA,22209.84401,4.346545508
B4,t0,zot-cap,20.788,20.903,0.111,TRUE,0.295,TRUE,3,15,Amp,0.958,82.474,NA,NA,NA,N,N,zc_df,0,20.788,NA,NA,25725.64622,4.410366293
B5,t0,zot-cap,21.597,21.967,0.734,TRUE,0.295,TRUE,3,16,Amp,0.968,82.446,NA,NA,NA,Y,N,zc_df,0,21.597,NA,NA,15022.48543,4.176741792
B5,t0,zot-cap,22.813,21.967,0.734,TRUE,0.295,TRUE,3,17,Amp,0.939,82.615,NA,NA,NA,Y,N,zc_df,0,22.813,NA,NA,6692.418406,3.825583085
B5,t0,zot-cap,21.492,21.967,0.734,TRUE,0.295,TRUE,3,16,Amp,0.97,82.474,NA,NA,NA,Y,N,zc_df,0,21.492,NA,NA,16108.82575,4.207063884
B1,t3,zot-cap,15.438,15.603,0.148,TRUE,0.295,TRUE,3,10,Amp,0.949,82.729,NA,NA,NA,N,N,zc_df,3,15.438,NA,NA,902296.1191,5.955349089
B1,t3,zot-cap,15.646,15.603,0.148,TRUE,0.295,TRUE,3,10,Amp,0.941,82.757,NA,NA,NA,N,N,zc_df,3,15.646,NA,NA,785746.5241,5.895282469
B1,t3,zot-cap,15.723,15.603,0.148,TRUE,0.295,TRUE,3,10,Amp,0.946,82.615,NA,NA,NA,N,N,zc_df,3,15.723,NA,NA,746528.2855,5.873046268
B2,t9,zot-cap,10.218,9.65,0.493,TRUE,0.196,TRUE,3,6,Amp,0.951,82.746,NA,NA,NA,N,N,zc_df,9,10.218,NA,NA,29026204.31,7.462790248
B2,t9,zot-cap,9.335,9.65,0.493,TRUE,0.196,TRUE,3,5,Amp,0.959,82.746,NA,NA,NA,N,N,zc_df,9,9.335,NA,NA,52213716.25,7.717784605
B2,t9,zot-cap,9.397,9.65,0.493,TRUE,0.196,TRUE,3,5,Amp,0.932,82.775,NA,NA,NA,N,N,zc_df,9,9.397,NA,NA,50104892.09,7.699880131
B3,t9,zot-cap,9.511,9.644,0.288,TRUE,0.196,TRUE,3,5,Amp,0.961,82.746,NA,NA,NA,N,N,zc_df,9,9.511,NA,NA,46447142.69,7.666959002
B3,t9,zot-cap,9.975,9.644,0.288,TRUE,0.196,TRUE,3,6,Amp,0.969,82.746,NA,NA,NA,N,N,zc_df,9,9.975,NA,NA,34116481.31,7.532964233
B3,t9,zot-cap,9.446,9.644,0.288,TRUE,0.196,TRUE,3,5,Amp,0.98,82.775,NA,NA,NA,N,N,zc_df,9,9.446,NA,NA,48498669.17,7.685729821
B1,t6,zot-cap,12.044,12.101,0.064,TRUE,0.196,TRUE,3,7,Amp,0.913,82.758,NA,NA,NA,N,N,zc_df,6,12.044,NA,NA,8619352.144,6.935474624
B1,t6,zot-cap,12.088,12.101,0.064,TRUE,0.196,TRUE,3,8,Amp,0.923,82.637,NA,NA,NA,N,N,zc_df,6,12.088,NA,NA,8370824.247,6.922768224
B1,t6,zot-cap,12.17,12.101,0.064,TRUE,0.196,TRUE,3,7,Amp,0.929,82.637,NA,NA,NA,N,N,zc_df,6,12.17,NA,NA,7926621.364,6.899088113
B4,t9,zot-cap,9.801,9.721,0.101,TRUE,0.196,TRUE,3,5,Amp,0.926,82.746,NA,NA,NA,N,N,zc_df,9,9.801,NA,NA,38301190.34,7.583212271
B4,t9,zot-cap,9.756,9.721,0.101,TRUE,0.196,TRUE,3,5,Amp,0.961,82.604,NA,NA,NA,N,N,zc_df,9,9.756,NA,NA,39464577.15,7.596207454
B4,t9,zot-cap,9.607,9.721,0.101,TRUE,0.196,TRUE,3,5,Amp,0.971,82.775,NA,NA,NA,N,N,zc_df,9,9.607,NA,NA,43574854.6,7.639235947
B2,t6,zot-cap,11.308,11.961,0.584,TRUE,0.196,TRUE,3,7,Amp,0.948,82.758,NA,NA,NA,Y,N,zc_df,6,11.308,NA,NA,14061059.69,7.148018052
B2,t6,zot-cap,12.432,11.961,0.584,TRUE,0.196,TRUE,3,7,Amp,0.919,82.92,NA,NA,NA,Y,N,zc_df,6,12.432,NA,NA,6659279.967,6.823427274
B2,t6,zot-cap,12.145,11.961,0.584,TRUE,0.196,TRUE,3,8,Amp,0.908,82.637,NA,NA,NA,Y,N,zc_df,6,12.145,NA,NA,8059491.828,6.906307659
B5,t9,zot-cap,9.382,17.557,14.345,TRUE,0.196,TRUE,3,5,Amp,0.962,82.604,NA,NA,NA,Y,N,zc_df,9,9.382,NA,NA,50607147.49,7.704211859
B5,t9,zot-cap,9.168,17.557,14.345,TRUE,0.196,TRUE,3,5,Amp,0.92,83.028,NA,NA,NA,Y,N,zc_df,9,9.168,NA,NA,58346011.13,7.76601117
B3,t6,zot-cap,12.585,12.168,0.549,TRUE,0.196,TRUE,3,8,Amp,0.93,82.758,NA,NA,NA,Y,N,zc_df,6,12.585,NA,NA,6015111.105,6.779243654
B3,t6,zot-cap,11.546,12.168,0.549,TRUE,0.196,TRUE,3,7,Amp,0.958,82.496,NA,NA,NA,Y,N,zc_df,6,11.546,NA,NA,12002949.42,7.079287976
B3,t6,zot-cap,12.372,12.168,0.549,TRUE,0.196,TRUE,3,7,Amp,0.925,82.637,NA,NA,NA,Y,N,zc_df,6,12.372,NA,NA,6930334.289,6.840754184
B4,t6,zot-cap,12.68,12.517,0.2,TRUE,0.196,TRUE,3,8,Amp,0.938,82.616,NA,NA,NA,N,N,zc_df,6,12.68,NA,NA,5646890.673,6.75180938
B4,t6,zot-cap,12.294,12.517,0.2,TRUE,0.196,TRUE,3,7,Amp,0.934,82.637,NA,NA,NA,N,N,zc_df,6,12.294,NA,NA,7299265.595,6.863279166
B4,t6,zot-cap,12.578,12.517,0.2,TRUE,0.196,TRUE,3,8,Amp,0.926,82.637,NA,NA,NA,N,N,zc_df,6,12.578,NA,NA,6043174.381,6.781265126
B5,t6,zot-cap,11.796,11.428,0.341,TRUE,0.196,TRUE,3,7,Amp,0.971,82.333,NA,NA,NA,N,N,zc_df,6,11.796,NA,NA,10164652.09,7.007092518
B5,t6,zot-cap,11.367,11.428,0.341,TRUE,0.196,TRUE,3,7,Amp,0.933,82.779,NA,NA,NA,N,N,zc_df,6,11.367,NA,NA,13520100.62,7.130979924
B5,t6,zot-cap,11.122,11.428,0.341,TRUE,0.196,TRUE,3,7,Amp,0.914,82.779,NA,NA,NA,N,N,zc_df,6,11.122,NA,NA,15912245.57,7.201731472
B1,t9,zot-cap,9.643,9.443,0.215,TRUE,0.196,TRUE,3,5,Amp,0.955,82.475,NA,NA,NA,N,N,zc_df,9,9.643,NA,NA,42544145.05,7.628839801
B1,t9,zot-cap,9.215,9.443,0.215,TRUE,0.196,TRUE,3,5,Amp,0.935,82.637,NA,NA,NA,N,N,zc_df,9,9.215,NA,NA,56550757.21,7.752438424
B1,t9,zot-cap,9.47,9.443,0.215,TRUE,0.196,TRUE,3,5,Amp,0.971,82.637,NA,NA,NA,N,N,zc_df,9,9.47,NA,NA,47730837.81,7.678799057
B2,t24,zot-cap,6.804,6.865,0.144,TRUE,0.227,TRUE,3,3,Amp,0.973,82.707,NA,NA,NA,N,N,zc_df,24,6.804,NA,NA,280990359,8.448691419
B2,t24,zot-cap,6.762,6.865,0.144,TRUE,0.227,TRUE,3,3,Amp,0.97,82.707,NA,NA,NA,N,N,zc_df,24,6.762,NA,NA,288948374.8,8.460820256
B2,t24,zot-cap,7.029,6.865,0.144,TRUE,0.227,TRUE,3,3,Amp,0.973,82.748,NA,NA,NA,N,N,zc_df,24,7.029,NA,NA,241944362.6,8.383715507
B3,t24,zot-cap,6.411,6.512,0.088,TRUE,0.227,TRUE,3,3,Amp,0.969,82.707,NA,NA,NA,N,N,zc_df,24,6.411,NA,NA,364907407,8.562182679
B3,t24,zot-cap,6.573,6.512,0.088,TRUE,0.227,TRUE,3,3,Amp,0.97,82.707,NA,NA,NA,N,N,zc_df,24,6.573,NA,NA,327642342.5,8.515400022
B3,t24,zot-cap,6.553,6.512,0.088,TRUE,0.227,TRUE,3,3,Amp,0.974,82.748,NA,NA,NA,N,N,zc_df,24,6.553,NA,NA,332028725.9,8.521175659
B1,t12,zot-cap,9.016,8.999,0.024,TRUE,0.227,TRUE,3,5,Amp,0.972,82.438,NA,NA,NA,N,N,zc_df,12,9.016,NA,NA,64551450.99,7.809906009
B1,t12,zot-cap,8.982,8.999,0.024,TRUE,0.227,TRUE,3,5,Amp,0.971,82.469,NA,NA,NA,N,N,zc_df,12,8.982,NA,NA,66027460.04,7.819724591
B4,t24,zot-cap,6.827,6.628,0.173,TRUE,0.227,TRUE,3,3,Amp,0.949,82.989,NA,NA,NA,N,N,zc_df,24,6.827,NA,NA,276725663.3,8.442049437
B4,t24,zot-cap,6.519,6.628,0.173,TRUE,0.227,TRUE,3,3,Amp,0.988,82.566,NA,NA,NA,N,N,zc_df,24,6.519,NA,NA,339620769.1,8.530994241
B4,t24,zot-cap,6.537,6.628,0.173,TRUE,0.227,TRUE,3,3,Amp,0.976,82.607,NA,NA,NA,N,N,zc_df,24,6.537,NA,NA,335580076.1,8.525796168
B2,t12,zot-cap,9.046,9.533,0.645,TRUE,0.227,TRUE,3,5,Amp,0.976,82.579,NA,NA,NA,Y,N,zc_df,12,9.046,NA,NA,63276515.27,7.801242554
B2,t12,zot-cap,10.264,9.533,0.645,TRUE,0.227,TRUE,3,6,Amp,0.968,82.327,NA,NA,NA,Y,N,zc_df,12,10.264,NA,NA,28151807.46,7.449506284
B2,t12,zot-cap,9.287,9.533,0.645,TRUE,0.227,TRUE,3,5,Amp,0.986,82.469,NA,NA,NA,Y,N,zc_df,12,9.287,NA,NA,53907120.3,7.731646133
B5,t24,zot-cap,6.449,6.47,0.072,TRUE,0.227,TRUE,3,3,Amp,0.963,82.707,NA,NA,NA,N,N,zc_df,24,6.449,NA,NA,355802478.7,8.551208969
B5,t24,zot-cap,6.551,6.47,0.072,TRUE,0.227,TRUE,3,3,Amp,0.981,82.566,NA,NA,NA,N,N,zc_df,24,6.551,NA,NA,332470581.1,8.521753223
B5,t24,zot-cap,6.411,6.47,0.072,TRUE,0.227,TRUE,3,3,Amp,0.961,82.607,NA,NA,NA,N,N,zc_df,24,6.411,NA,NA,364907407,8.562182679
B3,t12,zot-cap,9.268,9.128,0.122,TRUE,0.227,TRUE,3,5,Amp,0.975,82.579,NA,NA,NA,N,N,zc_df,12,9.268,NA,NA,54592500.58,7.737132987
B3,t12,zot-cap,9.073,9.128,0.122,TRUE,0.227,TRUE,3,5,Amp,0.983,82.469,NA,NA,NA,N,N,zc_df,12,9.073,NA,NA,62150617,7.793445444
B3,t12,zot-cap,9.044,9.128,0.122,TRUE,0.227,TRUE,3,5,Amp,0.977,82.469,NA,NA,NA,N,N,zc_df,12,9.044,NA,NA,63360722.02,7.801820118
B4,t12,zot-cap,9.533,9.402,0.47,TRUE,0.227,TRUE,3,5,Amp,0.977,82.579,NA,NA,NA,N,N,zc_df,12,9.533,NA,NA,45772623.18,7.660605802
B4,t12,zot-cap,9.791,9.402,0.47,TRUE,0.227,TRUE,3,6,Amp,0.977,82.327,NA,NA,NA,N,N,zc_df,12,9.791,NA,NA,38556720.72,7.58610009
B4,t12,zot-cap,8.88,9.402,0.47,TRUE,0.227,TRUE,3,5,Amp,0.977,82.469,NA,NA,NA,N,N,zc_df,12,8.88,NA,NA,70661090.88,7.849180338
B5,t12,zot-cap,8.67,17.626,15.493,TRUE,0.227,TRUE,3,5,Amp,0.981,82.61,NA,NA,NA,Y,N,zc_df,12,8.67,NA,NA,81250215.66,7.909824522
B5,t12,zot-cap,8.692,17.626,15.493,TRUE,0.227,TRUE,3,5,Amp,0.992,82.469,NA,NA,NA,Y,N,zc_df,12,8.692,NA,NA,80070275.37,7.903471322
B1,t24,zot-cap,6.754,6.764,0.138,TRUE,0.227,TRUE,3,3,Amp,0.978,82.579,NA,NA,NA,N,N,zc_df,24,6.754,NA,NA,290489548,8.463130511
B1,t24,zot-cap,6.907,6.764,0.138,TRUE,0.227,TRUE,3,3,Amp,0.967,82.61,NA,NA,NA,N,N,zc_df,24,6.907,NA,NA,262389765,8.418946891
B1,t24,zot-cap,6.632,6.764,0.138,TRUE,0.227,TRUE,3,3,Amp,0.956,82.61,NA,NA,NA,N,N,zc_df,24,6.632,NA,NA,315037240.1,8.498361894
B2,t30,zot-cap,12.852,12.925,0.072,TRUE,0.281,TRUE,3,7,Amp,0.899,82.687,NA,NA,NA,N,N,zc_df,30,12.852,NA,NA,5036616.741,6.702138905
B2,t30,zot-cap,12.927,12.925,0.072,TRUE,0.281,TRUE,3,8,Amp,0.94,82.687,NA,NA,NA,N,N,zc_df,30,12.927,NA,NA,4791596.812,6.680480267
B2,t30,zot-cap,12.996,12.925,0.072,TRUE,0.281,TRUE,3,8,Amp,0.916,82.745,NA,NA,NA,N,N,zc_df,30,12.996,NA,NA,4576719.763,6.660554321
B3,t30,zot-cap,11.267,11.429,0.148,TRUE,0.281,TRUE,3,6,Amp,0.959,82.687,NA,NA,NA,N,N,zc_df,30,11.267,NA,NA,14449675.93,7.159858107
B3,t30,zot-cap,11.461,11.429,0.148,TRUE,0.281,TRUE,3,7,Amp,0.953,82.687,NA,NA,NA,N,N,zc_df,30,11.461,NA,NA,12700898.1,7.103834432
B3,t30,zot-cap,11.558,11.429,0.148,TRUE,0.281,TRUE,3,7,Amp,0.956,82.745,NA,NA,NA,N,N,zc_df,30,11.558,NA,NA,11907554.94,7.075822594
