sample,num,Target.Name,CT,Ct.Mean,Ct.SD,Automatic.Ct.Threshold,Ct.Threshold,Automatic.Baseline,Baseline.Start,Baseline.End,Amp.Status,Cq.Conf,Tm1,Tm2,Tm3,Tm4,HIGHSD,MTP,df,hour_num,CT_num,dil_log10copies,dil_copies,copies,log10copies
B1,t27,zot-cap,14.058,14.163,0.119,TRUE,0.281,TRUE,3,9,Amp,0.938,82.574,NA,NA,NA,N,N,zc_df,27,14.058,NA,NA,2258749.224,6.353868016
B1,t27,zot-cap,14.14,14.163,0.119,TRUE,0.281,TRUE,3,9,Amp,0.93,82.607,NA,NA,NA,N,N,zc_df,27,14.14,NA,NA,2138887.322,6.330187906
B1,t27,zot-cap,14.292,14.163,0.119,TRUE,0.281,TRUE,3,9,Amp,0.931,82.466,NA,NA,NA,N,N,zc_df,27,14.292,NA,NA,1933272.476,6.286293068
B4,t30,zot-cap,11.787,11.793,0.036,TRUE,0.281,TRUE,3,7,Amp,0.937,82.687,NA,NA,NA,N,N,zc_df,30,11.787,NA,NA,10225664.86,7.009691555
B4,t30,zot-cap,11.832,11.793,0.036,TRUE,0.281,TRUE,3,7,Amp,0.972,82.687,NA,NA,NA,N,N,zc_df,30,11.832,NA,NA,9924219.755,6.996696372
B4,t30,zot-cap,11.761,11.793,0.036,TRUE,0.281,TRUE,3,7,Amp,0.964,82.745,NA,NA,NA,N,N,zc_df,30,11.761,NA,NA,10403988.95,7.017199882
B2,t27,zot-cap,14.244,14.21,0.043,TRUE,0.281,TRUE,3,9,Amp,0.92,82.574,NA,NA,NA,N,N,zc_df,27,14.244,NA,NA,1995972.695,6.300154596
B2,t27,zot-cap,14.162,14.21,0.043,TRUE,0.281,TRUE,3,9,Amp,0.923,82.466,NA,NA,NA,N,N,zc_df,27,14.162,NA,NA,2107825.751,6.323834706
B2,t27,zot-cap,14.224,14.21,0.043,TRUE,0.281,TRUE,3,9,Amp,0.935,82.466,NA,NA,NA,N,N,zc_df,27,14.224,NA,NA,2022694.215,6.305930232
B5,t30,zot-cap,11.234,11.574,0.691,TRUE,0.281,TRUE,3,6,Amp,0.962,82.546,NA,NA,NA,Y,N,zc_df,30,11.234,NA,NA,14770252.08,7.169387907
B5,t30,zot-cap,11.12,11.574,0.691,TRUE,0.281,TRUE,3,6,Amp,0.959,82.546,NA,NA,NA,Y,N,zc_df,30,11.12,NA,NA,15933421.17,7.202309036
B5,t30,zot-cap,12.369,11.574,0.691,TRUE,0.281,TRUE,3,7,Amp,0.951,82.321,NA,NA,NA,Y,N,zc_df,30,12.369,NA,NA,6944172.956,6.841620529
B3,t27,zot-cap,14.037,14.113,0.178,TRUE,0.281,TRUE,3,9,Amp,0.932,82.715,NA,NA,NA,N,N,zc_df,27,14.037,NA,NA,2290511.28,6.359932435
B3,t27,zot-cap,14.316,14.113,0.178,TRUE,0.281,TRUE,3,9,Amp,0.907,82.607,NA,NA,NA,N,N,zc_df,27,14.316,NA,NA,1902664.889,6.279362304
B3,t27,zot-cap,13.986,14.113,0.178,TRUE,0.281,TRUE,3,9,Amp,0.911,82.607,NA,NA,NA,N,N,zc_df,27,13.986,NA,NA,2369519.615,6.374660308
B4,t27,zot-cap,14.031,14.32,0.549,TRUE,0.281,TRUE,3,8,Amp,0.934,82.433,NA,NA,NA,Y,N,zc_df,27,14.031,NA,NA,2299667.914,6.361665126
B4,t27,zot-cap,14.953,14.32,0.549,TRUE,0.281,TRUE,3,10,Amp,0.933,82.324,NA,NA,NA,Y,N,zc_df,27,14.953,NA,NA,1245685.122,6.095408277
B4,t27,zot-cap,13.975,14.32,0.549,TRUE,0.281,TRUE,3,9,Amp,0.93,82.607,NA,NA,NA,Y,N,zc_df,27,13.975,NA,NA,2386914.751,6.377836908
B5,t27,zot-cap,14.036,14.243,0.189,TRUE,0.281,TRUE,3,8,Amp,0.926,82.574,NA,NA,NA,N,N,zc_df,27,14.036,NA,NA,2292034.85,6.360221217
B5,t27,zot-cap,14.405,14.243,0.189,TRUE,0.281,TRUE,3,9,Amp,0.929,82.466,NA,NA,NA,N,N,zc_df,27,14.405,NA,NA,1793332.095,6.253660721
B5,t27,zot-cap,14.288,14.243,0.189,TRUE,0.281,TRUE,3,9,Amp,0.939,82.466,NA,NA,NA,N,N,zc_df,27,14.288,NA,NA,1938421.398,6.287448195
B1,t30,zot-cap,13.245,13.466,0.489,TRUE,0.281,TRUE,3,7,Amp,0.921,82.574,NA,NA,NA,N,N,zc_df,30,13.245,NA,NA,3878355.767,6.588647645
B1,t30,zot-cap,13.127,13.466,0.489,TRUE,0.281,TRUE,3,8,Amp,0.916,82.607,NA,NA,NA,N,N,zc_df,30,13.127,NA,NA,4194922.107,6.622723901
B1,t30,zot-cap,14.027,13.466,0.489,TRUE,0.281,TRUE,3,8,Amp,0.904,82.466,NA,NA,NA,N,N,zc_df,30,14.027,NA,NA,2305792.664,6.362820253
B2,t48,zot-cap,15.244,15.631,0.547,TRUE,0.247,TRUE,3,11,Amp,0.933,82.594,NA,NA,NA,Y,N,zc_df,48,15.244,NA,NA,1026532.644,6.011372765
B2,t48,zot-cap,15.392,15.631,0.547,TRUE,0.247,TRUE,3,11,Amp,0.908,82.453,NA,NA,NA,Y,N,zc_df,48,15.392,NA,NA,930321.4912,5.968633054
B2,t48,zot-cap,16.256,15.631,0.547,TRUE,0.247,TRUE,3,11,Amp,0.922,82.619,NA,NA,NA,Y,N,zc_df,48,16.256,NA,NA,523751.8278,5.719125552
B3,t48,zot-cap,8.074,8.009,0.056,TRUE,0.247,TRUE,3,4,Amp,0.984,82.594,NA,NA,NA,N,N,zc_df,48,8.074,NA,NA,120764279.3,8.081938494
B3,t48,zot-cap,7.977,8.009,0.056,TRUE,0.247,TRUE,3,4,Amp,0.969,82.594,NA,NA,NA,N,N,zc_df,48,7.977,NA,NA,128810222.8,8.109950331
B3,t48,zot-cap,7.977,8.009,0.056,TRUE,0.247,TRUE,3,4,Amp,0.969,82.619,NA,NA,NA,N,N,zc_df,48,7.977,NA,NA,128810222.8,8.109950331
B1,t36,zot-cap,11.679,11.947,0.369,TRUE,0.247,TRUE,3,7,Amp,0.976,82.455,NA,NA,NA,N,N,zc_df,36,11.679,NA,NA,10987021.96,7.040879993
B1,t36,zot-cap,11.793,11.947,0.369,TRUE,0.247,TRUE,3,7,Amp,0.977,82.483,NA,NA,NA,N,N,zc_df,36,11.793,NA,NA,10184949.12,7.007958864
B1,t36,zot-cap,12.367,11.947,0.369,TRUE,0.247,TRUE,3,7,Amp,0.951,82.483,NA,NA,NA,N,N,zc_df,36,12.367,NA,NA,6953414.082,6.842198093
B4,t48,zot-cap,10.232,10.318,0.077,TRUE,0.247,TRUE,3,6,Amp,0.96,82.735,NA,NA,NA,N,N,zc_df,48,10.232,NA,NA,28757246.64,7.458747302
B4,t48,zot-cap,10.342,10.318,0.077,TRUE,0.247,TRUE,3,6,Amp,0.964,82.453,NA,NA,NA,N,N,zc_df,48,10.342,NA,NA,26728913.21,7.426981301
B4,t48,zot-cap,10.381,10.318,0.077,TRUE,0.247,TRUE,3,6,Amp,0.957,82.619,NA,NA,NA,N,N,zc_df,48,10.381,NA,NA,26044667.02,7.415718809
B2,t36,zot-cap,11.65,11.85,0.384,TRUE,0.247,TRUE,3,7,Amp,0.967,82.597,NA,NA,NA,N,N,zc_df,36,11.65,NA,NA,11200945.02,7.049254666
B2,t36,zot-cap,12.292,11.85,0.384,TRUE,0.247,TRUE,3,8,Amp,0.906,82.765,NA,NA,NA,N,N,zc_df,36,12.292,NA,NA,7308979.27,6.86385673
B2,t36,zot-cap,11.607,11.85,0.384,TRUE,0.247,TRUE,3,7,Amp,0.974,82.483,NA,NA,NA,N,N,zc_df,36,11.607,NA,NA,11525831.98,7.061672284
B5,t48,zot-cap,7.203,7.208,0.042,TRUE,0.247,TRUE,3,3,Amp,0.974,82.594,NA,NA,NA,N,N,zc_df,48,7.203,NA,NA,215510020.7,8.333467469
B5,t48,zot-cap,7.169,7.208,0.042,TRUE,0.247,TRUE,3,3,Amp,0.979,82.453,NA,NA,NA,N,N,zc_df,48,7.169,NA,NA,220437791.3,8.343286051
B5,t48,zot-cap,7.252,7.208,0.042,TRUE,0.247,TRUE,3,3,Amp,0.98,82.477,NA,NA,NA,N,N,zc_df,48,7.252,NA,NA,208601371.2,8.319317159
B3,t36,zot-cap,9.263,19.52,17.577,TRUE,0.247,TRUE,3,5,Amp,0.981,82.597,NA,NA,NA,Y,N,zc_df,36,9.263,NA,NA,54774307.62,7.738576897
B3,t36,zot-cap,9.482,19.52,17.577,TRUE,0.247,TRUE,3,5,Amp,0.978,82.2,NA,NA,NA,Y,N,zc_df,36,9.482,NA,NA,47351492.85,7.675333676
B4,t36,zot-cap,9.674,9.923,0.908,TRUE,0.247,TRUE,3,5,Amp,0.972,82.597,NA,NA,NA,Y,N,zc_df,36,9.674,NA,NA,41676147.26,7.619887564
B4,t36,zot-cap,10.93,9.923,0.908,TRUE,0.247,TRUE,3,7,Amp,0.931,82.624,NA,NA,NA,Y,N,zc_df,36,10.93,NA,NA,18079132.35,7.257177584
B4,t36,zot-cap,9.165,9.923,0.908,TRUE,0.247,TRUE,3,5,Amp,0.982,82.341,NA,NA,NA,Y,N,zc_df,36,9.165,NA,NA,58462517.91,7.766877516
B5,t36,zot-cap,8.823,8.435,0.549,TRUE,0.247,TRUE,3,5,Amp,0.988,82.455,NA,NA,NA,Y,N,zc_df,36,8.823,NA,NA,73390678.41,7.865640902
B5,t36,zot-cap,8.047,8.435,0.549,TRUE,0.247,TRUE,3,4,Amp,0.982,82.765,NA,NA,NA,Y,N,zc_df,36,8.047,NA,NA,122952001.6,8.089735603
B1,t48,zot-cap,14.182,14.183,0.064,TRUE,0.247,TRUE,3,8,Amp,0.929,82.455,NA,NA,NA,N,N,zc_df,48,14.182,NA,NA,2079979.57,6.318059069
B1,t48,zot-cap,14.248,14.183,0.064,TRUE,0.247,TRUE,3,9,Amp,0.945,82.483,NA,NA,NA,N,N,zc_df,48,14.248,NA,NA,1990670.902,6.298999468
B1,t48,zot-cap,14.12,14.183,0.064,TRUE,0.247,TRUE,3,9,Amp,0.937,82.624,NA,NA,NA,N,N,zc_df,48,14.12,NA,NA,2167522.143,6.335963543
B2,t54,zot-cap,18.47,18.558,0.123,TRUE,0.293,TRUE,3,13,Amp,0.942,82.582,NA,NA,NA,N,N,zc_df,54,18.47,NA,NA,120160.7354,5.079762577
B2,t54,zot-cap,18.506,18.558,0.123,TRUE,0.293,TRUE,3,12,Amp,0.939,82.582,NA,NA,NA,N,N,zc_df,54,18.506,NA,NA,117318.4811,5.069366432
B2,t54,zot-cap,18.698,18.558,0.123,TRUE,0.293,TRUE,3,13,Amp,0.939,82.466,NA,NA,NA,N,N,zc_df,54,18.698,NA,NA,103257.1942,5.01392032
B3,t54,zot-cap,13.708,13.822,0.151,TRUE,0.293,TRUE,3,9,Amp,0.973,82.441,NA,NA,NA,N,N,zc_df,54,13.708,NA,NA,2850635.29,6.454941657
B3,t54,zot-cap,13.766,13.822,0.151,TRUE,0.293,TRUE,3,9,Amp,0.978,82.582,NA,NA,NA,N,N,zc_df,54,13.766,NA,NA,2742788.444,6.438192311
B3,t54,zot-cap,13.993,13.822,0.151,TRUE,0.293,TRUE,3,9,Amp,0.981,82.466,NA,NA,NA,N,N,zc_df,54,13.993,NA,NA,2358516.046,6.372638835
B1,t51,zot-cap,21.305,21.154,0.215,TRUE,0.293,TRUE,3,15,Amp,0.943,82.753,NA,NA,NA,N,N,zc_df,51,21.305,NA,NA,18241.73264,4.261066086
B1,t51,zot-cap,21.002,21.154,0.215,TRUE,0.293,TRUE,3,15,Amp,0.943,82.47,NA,NA,NA,N,N,zc_df,51,21.002,NA,NA,22313.46321,4.348566981
B4,t54,zot-cap,15.15,15.16,0.032,TRUE,0.293,TRUE,3,10,Amp,0.968,82.441,NA,NA,NA,N,N,zc_df,54,15.15,NA,NA,1092743.563,6.038518257
B4,t54,zot-cap,15.135,15.16,0.032,TRUE,0.293,TRUE,3,10,Amp,0.954,82.441,NA,NA,NA,N,N,zc_df,54,15.135,NA,NA,1103697.31,6.042849984
B4,t54,zot-cap,15.196,15.16,0.032,TRUE,0.293,TRUE,3,10,Amp,0.953,82.466,NA,NA,NA,N,N,zc_df,54,15.196,NA,NA,1059825.324,6.025234293
B2,t51,zot-cap,21.147,21.148,0.002,TRUE,0.293,TRUE,3,15,Amp,0.946,82.446,NA,NA,NA,N,N,zc_df,51,21.147,NA,NA,20262.52742,4.306693616
B2,t51,zot-cap,21.149,21.148,0.002,TRUE,0.293,TRUE,3,16,Amp,0.943,82.47,NA,NA,NA,N,N,zc_df,51,21.149,NA,NA,20235.59841,4.306116052
B5,t54,zot-cap,13.774,13.372,0.549,TRUE,0.293,TRUE,3,8,Amp,0.989,82.441,NA,NA,NA,Y,N,zc_df,54,13.774,NA,NA,2728236.761,6.435882056
B5,t54,zot-cap,13.596,13.372,0.549,TRUE,0.293,TRUE,3,8,Amp,0.98,82.441,NA,NA,NA,Y,N,zc_df,54,13.596,NA,NA,3071038.226,6.487285222
B5,t54,zot-cap,12.747,13.372,0.549,TRUE,0.293,TRUE,3,6,Amp,0.96,82.608,NA,NA,NA,Y,N,zc_df,54,12.747,NA,NA,5400836.088,6.732460997
B3,t51,zot-cap,15.361,15.453,0.155,TRUE,0.293,TRUE,3,10,Amp,0.975,82.446,NA,NA,NA,N,N,zc_df,51,15.361,NA,NA,949697.4905,5.97758529
B3,t51,zot-cap,15.367,15.453,0.155,TRUE,0.293,TRUE,3,10,Amp,0.965,82.329,NA,NA,NA,N,N,zc_df,51,15.367,NA,NA,945916.0607,5.975852599
B3,t51,zot-cap,15.632,15.453,0.155,TRUE,0.293,TRUE,3,10,Amp,0.946,82.329,NA,NA,NA,N,N,zc_df,51,15.632,NA,NA,793095.3694,5.899325414
B4,t51,zot-cap,17.786,17.888,0.176,TRUE,0.293,TRUE,3,12,Amp,0.941,82.446,NA,NA,NA,N,N,zc_df,51,17.786,NA,NA,189360.4818,5.27728935
B4,t51,zot-cap,18.091,17.888,0.176,TRUE,0.293,TRUE,3,12,Amp,0.936,82.329,NA,NA,NA,N,N,zc_df,51,18.091,NA,NA,154600.499,5.189210891
B4,t51,zot-cap,17.788,17.888,0.176,TRUE,0.293,TRUE,3,13,Amp,0.939,82.47,NA,NA,NA,N,N,zc_df,51,17.788,NA,NA,189108.8207,5.276711786
B5,t51,zot-cap,14.812,14.911,0.165,TRUE,0.293,TRUE,3,10,Amp,0.954,82.446,NA,NA,NA,N,N,zc_df,51,14.812,NA,NA,1368127.321,6.136126516
B5,t51,zot-cap,14.82,14.911,0.165,TRUE,0.293,TRUE,3,9,Amp,0.971,82.47,NA,NA,NA,N,N,zc_df,51,14.82,NA,NA,1360868.812,6.133816261
B5,t51,zot-cap,15.102,14.911,0.165,TRUE,0.293,TRUE,3,9,Amp,0.975,82.329,NA,NA,NA,N,N,zc_df,51,15.102,NA,NA,1128183.606,6.052379785
B1,t54,zot-cap,19.674,19.695,0.261,TRUE,0.293,TRUE,3,14,Amp,0.944,82.446,NA,NA,NA,N,N,zc_df,54,19.674,NA,NA,53959.666,4.732069253
B1,t54,zot-cap,19.967,19.695,0.261,TRUE,0.293,TRUE,3,14,Amp,0.935,82.188,NA,NA,NA,N,N,zc_df,54,19.967,NA,NA,44407.48485,4.647456176
B1,t54,zot-cap,19.446,19.695,0.261,TRUE,0.293,TRUE,3,13,Amp,0.941,82.329,NA,NA,NA,N,N,zc_df,54,19.446,NA,NA,62793.04018,4.79791151
B2,t60,zot-cap,16.973,16.269,1.66,TRUE,0.318,TRUE,3,11,Amp,0.942,82.749,NA,NA,NA,Y,N,zc_df,60,16.973,NA,NA,325138.9348,5.512068979
B2,t60,zot-cap,17.087,16.269,1.66,TRUE,0.318,TRUE,3,12,Amp,0.94,82.749,NA,NA,NA,Y,N,zc_df,60,17.087,NA,NA,301403.1937,5.47914785
B2,t60,zot-cap,17.232,16.269,1.66,TRUE,0.318,TRUE,3,11,Amp,0.932,82.774,NA,NA,NA,Y,N,zc_df,60,17.232,NA,NA,273699.8027,5.437274484
B2,t60,zot-cap,13.784,16.269,1.66,TRUE,0.318,TRUE,3,8,Amp,0.917,82.608,NA,NA,NA,Y,N,zc_df,60,13.784,NA,NA,2710155.675,6.432994238
B4,t60,zot-cap,13.66,13.872,0.3,TRUE,0.318,TRUE,3,8,Amp,0.939,82.749,NA,NA,NA,N,N,zc_df,60,13.66,NA,NA,2943087.574,6.468803185
B4,t60,zot-cap,14.084,13.872,0.3,TRUE,0.318,TRUE,3,9,Amp,0.936,82.916,NA,NA,NA,N,N,zc_df,60,14.084,NA,NA,2220034.322,6.346359689
B1,t57,zot-cap,24.046,20.408,3.184,TRUE,0.318,TRUE,3,17,Amp,0.937,82.756,NA,NA,NA,Y,N,zc_df,57,24.046,NA,NA,2947.915884,3.469515087
B1,t57,zot-cap,18.134,20.408,3.184,TRUE,0.318,TRUE,3,13,Amp,0.95,82.496,NA,NA,NA,Y,N,zc_df,57,18.134,NA,NA,150242.663,5.176793273
B1,t57,zot-cap,19.043,20.408,3.184,TRUE,0.318,TRUE,3,13,Amp,0.955,82.638,NA,NA,NA,Y,N,zc_df,57,19.043,NA,NA,82090.06286,4.914290588
B3,t60,zot-cap,13.926,13.514,0.904,TRUE,0.318,TRUE,3,8,Amp,0.933,82.749,NA,NA,NA,Y,N,zc_df,60,13.926,NA,NA,2465966.759,6.391987218
B3,t60,zot-cap,14.138,13.514,0.904,TRUE,0.318,TRUE,3,9,Amp,0.938,82.749,NA,NA,NA,Y,N,zc_df,60,14.138,NA,NA,2141733.698,6.33076547
B3,t60,zot-cap,12.477,13.514,0.904,TRUE,0.318,TRUE,3,7,Amp,0.947,82.633,NA,NA,NA,Y,N,zc_df,60,12.477,NA,NA,6462969.276,6.810432091
B2,t57,zot-cap,18.612,17.367,1.091,TRUE,0.318,TRUE,3,13,Amp,0.954,82.615,NA,NA,NA,Y,N,zc_df,57,18.612,NA,NA,109334.0806,5.038755557
B2,t57,zot-cap,16.911,17.367,1.091,TRUE,0.318,TRUE,3,11,Amp,0.951,82.496,NA,NA,NA,Y,N,zc_df,57,16.911,NA,NA,338823.4437,5.529973452
B2,t57,zot-cap,16.579,17.367,1.091,TRUE,0.318,TRUE,3,11,Amp,0.949,82.496,NA,NA,NA,Y,N,zc_df,57,16.579,NA,NA,422521.7016,5.62584902
B5,t60,zot-cap,13.359,13.107,0.4,TRUE,0.318,TRUE,3,8,Amp,0.956,82.608,NA,NA,NA,N,N,zc_df,60,13.359,NA,NA,3595228.653,6.555726516
B5,t60,zot-cap,12.646,13.107,0.4,TRUE,0.318,TRUE,3,7,Amp,0.929,82.608,NA,NA,NA,N,N,zc_df,60,12.646,NA,NA,5776010.338,6.761627962
B5,t60,zot-cap,13.317,13.107,0.4,TRUE,0.318,TRUE,3,7,Amp,0.934,82.774,NA,NA,NA,N,N,zc_df,60,13.317,NA,NA,3697050.247,6.567855353
B3,t57,zot-cap,13.071,12.961,0.149,TRUE,0.318,TRUE,3,8,Amp,0.937,82.756,NA,NA,NA,N,N,zc_df,57,13.071,NA,NA,4354072.775,6.638895684
B3,t57,zot-cap,12.791,12.961,0.149,TRUE,0.318,TRUE,3,8,Amp,0.968,82.496,NA,NA,NA,N,N,zc_df,57,12.791,NA,NA,5245109.949,6.719754596
B3,t57,zot-cap,13.022,12.961,0.149,TRUE,0.318,TRUE,3,8,Amp,0.92,82.638,NA,NA,NA,N,N,zc_df,57,13.022,NA,NA,4498274.908,6.653045993
B4,t57,zot-cap,13.95,14.211,0.316,TRUE,0.318,TRUE,3,8,Amp,0.943,82.615,NA,NA,NA,N,N,zc_df,57,13.95,NA,NA,2426925.552,6.385056454
B4,t57,zot-cap,14.119,14.211,0.316,TRUE,0.318,TRUE,3,9,Amp,0.934,82.779,NA,NA,NA,N,N,zc_df,57,14.119,NA,NA,2168963.905,6.336252325
B4,t57,zot-cap,14.562,14.211,0.316,TRUE,0.318,TRUE,3,9,Amp,0.933,82.638,NA,NA,NA,N,N,zc_df,57,14.562,NA,NA,1615555.84,6.208321973
B5,t57,zot-cap,12.951,12.95,0.087,TRUE,0.318,TRUE,3,8,Amp,0.937,82.756,NA,NA,NA,N,N,zc_df,57,12.951,NA,NA,4715736.21,6.673549503
B5,t57,zot-cap,12.862,12.95,0.087,TRUE,0.318,TRUE,3,8,Amp,0.946,82.638,NA,NA,NA,N,N,zc_df,57,12.862,NA,NA,5003237.124,6.699251086
B5,t57,zot-cap,13.036,12.95,0.087,TRUE,0.318,TRUE,3,8,Amp,0.939,82.638,NA,NA,NA,N,N,zc_df,57,13.036,NA,NA,4456593.759,6.649003048
B1,t60,zot-cap,18.719,19.496,1.185,TRUE,0.318,TRUE,3,13,Amp,0.95,82.615,NA,NA,NA,Y,N,zc_df,60,18.719,NA,NA,101825.3477,5.007855902
B1,t60,zot-cap,20.859,19.496,1.185,TRUE,0.318,TRUE,3,14,Amp,0.946,82.496,NA,NA,NA,Y,N,zc_df,60,20.859,NA,NA,24539.33463,4.389862783
B1,t60,zot-cap,18.909,19.496,1.185,TRUE,0.318,TRUE,3,13,Amp,0.953,82.638,NA,NA,NA,Y,N,zc_df,60,18.909,NA,NA,89740.26623,4.952987354
B3,t33,zot-cap,11.62,11.894,0.432,TRUE,0.204,TRUE,3,7,Amp,0.887,82.757,NA,NA,NA,N,N,zc_df,33,11.62,NA,NA,11426628.83,7.057918121
B3,t33,zot-cap,11.67,11.894,0.432,TRUE,0.204,TRUE,3,7,Amp,0.917,82.464,NA,NA,NA,N,N,zc_df,33,11.67,NA,NA,11052970.96,7.043479029
B3,t33,zot-cap,12.392,11.894,0.432,TRUE,0.204,TRUE,3,8,Amp,0.89,82.464,NA,NA,NA,N,N,zc_df,33,12.392,NA,NA,6838778.647,6.834978547
B4,t33,zot-cap,12.975,12.156,0.716,TRUE,0.204,TRUE,3,8,Amp,0.904,82.192,NA,NA,NA,Y,N,zc_df,33,12.975,NA,NA,4641076.632,6.666618739
B4,t33,zot-cap,11.646,12.156,0.716,TRUE,0.204,TRUE,3,7,Amp,0.907,82.464,NA,NA,NA,Y,N,zc_df,33,11.646,NA,NA,11230776.72,7.050409793
B4,t33,zot-cap,11.847,12.156,0.716,TRUE,0.204,TRUE,3,7,Amp,0.9,82.464,NA,NA,NA,Y,N,zc_df,33,11.847,NA,NA,9825725.903,6.992364645
B5,t33,zot-cap,10.82,10.787,0.172,TRUE,0.204,TRUE,3,6,Amp,0.921,82.616,NA,NA,NA,N,N,zc_df,33,10.82,NA,NA,19451073.97,7.288943585
B5,t33,zot-cap,10.94,10.787,0.172,TRUE,0.204,TRUE,3,7,Amp,0.923,82.323,NA,NA,NA,N,N,zc_df,33,10.94,NA,NA,17959314.91,7.254289766
B5,t33,zot-cap,10.6,10.787,0.172,TRUE,0.204,TRUE,3,6,Amp,0.895,82.464,NA,NA,NA,N,N,zc_df,33,10.6,NA,NA,22515188.55,7.352475588
B1,t33,zot-cap,12.404,12.07,0.368,TRUE,0.204,TRUE,3,8,Amp,0.94,82.452,NA,NA,NA,N,N,zc_df,33,12.404,NA,NA,6784426.862,6.831513165
B1,t33,zot-cap,12.131,12.07,0.368,TRUE,0.204,TRUE,3,8,Amp,0.902,82.452,NA,NA,NA,N,N,zc_df,33,12.131,NA,NA,8134869.773,6.910350605
B1,t33,zot-cap,11.676,12.07,0.368,TRUE,0.204,TRUE,3,7,Amp,0.912,82.616,NA,NA,NA,N,N,zc_df,33,11.676,NA,NA,11008961.12,7.041746338
B2,t33,zot-cap,13.548,13.206,0.555,TRUE,0.204,TRUE,3,9,Amp,0.843,82.452,NA,NA,NA,Y,N,zc_df,33,13.548,NA,NA,3170638.656,6.50114675
B2,t33,zot-cap,13.504,13.206,0.555,TRUE,0.204,TRUE,3,8,Amp,0.903,82.311,NA,NA,NA,Y,N,zc_df,33,13.504,NA,NA,3264774.208,6.513853151
B2,t33,zot-cap,12.566,13.206,0.555,TRUE,0.204,TRUE,3,8,Amp,0.915,82.475,NA,NA,NA,Y,N,zc_df,33,12.566,NA,NA,6091587.802,6.784730508
B1,t57,zot-cap,20.112,19.889,0.706,TRUE,0.239,TRUE,3,13,Amp,0.968,82.708,NA,NA,NA,Y,N,zc_redo,57,20.112,NA,NA,40325.78319,4.605582811
B1,t57,zot-cap,20.493,19.889,0.706,TRUE,0.239,TRUE,3,14,Amp,0.943,82.708,NA,NA,NA,Y,N,zc_redo,57,20.493,NA,NA,31300.90779,4.495556933
B1,t57,zot-cap,19.406,19.889,0.706,TRUE,0.239,TRUE,3,13,Amp,0.971,82.575,NA,NA,NA,Y,N,zc_redo,57,19.406,NA,NA,64485.60572,4.809462784
B1,t57,zot-cap,20.843,19.889,0.706,TRUE,0.239,TRUE,3,14,Amp,0.971,82.295,NA,NA,NA,Y,N,zc_redo,57,20.843,NA,NA,24801.80521,4.394483292
B1,t57,zot-cap,19.458,19.889,0.706,TRUE,0.239,TRUE,3,14,Amp,0.972,82.598,NA,NA,NA,Y,N,zc_redo,57,19.458,NA,NA,62293.98706,4.794446128
B1,t57,zot-cap,19.024,19.889,0.706,TRUE,0.239,TRUE,3,13,Amp,0.945,82.598,NA,NA,NA,Y,N,zc_redo,57,19.024,NA,NA,83133.76377,4.919777443
B3,t76,zot-cap,23.065,22.144,0.693,TRUE,0.239,TRUE,3,18,Amp,0.971,82.845,NA,NA,NA,Y,N,zc_redo,76,23.065,NA,NA,5659.917013,3.752810063
B3,t76,zot-cap,22.093,22.144,0.693,TRUE,0.239,TRUE,3,17,Amp,0.962,82.564,NA,NA,NA,Y,N,zc_redo,76,22.093,NA,NA,10802.04553,4.033506003
B3,t76,zot-cap,22.733,22.144,0.693,TRUE,0.239,TRUE,3,17,Amp,0.96,82.594,NA,NA,NA,Y,N,zc_redo,76,22.733,NA,NA,7058.06464,3.848685631
B3,t76,zot-cap,21.39,22.144,0.693,TRUE,0.239,TRUE,3,16,Amp,0.973,82.594,NA,NA,NA,Y,N,zc_redo,76,21.39,NA,NA,17239.30013,4.236519631
B3,t76,zot-cap,21.352,22.144,0.693,TRUE,0.239,TRUE,3,14,Amp,0.969,82.443,NA,NA,NA,Y,N,zc_redo,76,21.352,NA,NA,17680.45105,4.24749334
B3,t76,zot-cap,22.234,22.144,0.693,TRUE,0.239,TRUE,3,17,Amp,0.979,82.302,NA,NA,NA,Y,N,zc_redo,76,22.234,NA,NA,9835.30348,3.992787765
B1,t60,zot-cap,20.223,19.418,0.826,TRUE,0.239,TRUE,3,15,Amp,0.964,82.568,NA,NA,NA,Y,N,zc_redo,60,20.223,NA,NA,37456.57191,4.573528028
B1,t60,zot-cap,19.612,19.418,0.826,TRUE,0.239,TRUE,3,14,Amp,0.977,82.568,NA,NA,NA,Y,N,zc_redo,60,19.612,NA,NA,56230.73061,4.749973726
B1,t60,zot-cap,20.5,19.418,0.826,TRUE,0.239,TRUE,3,14,Amp,0.96,82.575,NA,NA,NA,Y,N,zc_redo,60,20.5,NA,NA,31155.55272,4.49353546
B1,t60,zot-cap,18.542,19.418,0.826,TRUE,0.239,TRUE,3,13,Amp,0.98,82.435,NA,NA,NA,Y,N,zc_redo,60,18.542,NA,NA,114543.4568,5.058970286
B1,t60,zot-cap,18.648,19.418,0.826,TRUE,0.239,TRUE,3,12,Amp,0.969,82.458,NA,NA,NA,Y,N,zc_redo,60,18.648,NA,NA,106747.9176,5.028359412
B1,t60,zot-cap,18.981,19.418,0.826,TRUE,0.239,TRUE,3,13,Amp,0.972,82.458,NA,NA,NA,Y,N,zc_redo,60,18.981,NA,NA,85545.08492,4.932195062
